campaign_id,order_id,campaign_type,start_date,end_date,marketing_spend,reach,impressions,clicks,conversion_rate
CAM000291,ORD004620,Email Campaign,2023-12-08,2024-11-06,13344,197685,68940,1298,0.07
CAM000292,ORD009169,TV Commercial,2023-03-03,2024-05-24,2839,121725,50046,655,0.04
CAM000293,ORD039113,Social Media,2022-12-17,2024-06-02,6672,6835,139930,1108,0.03
CAM000294,ORD021350,Radio Ads,2023-08-25,2024-10-13,10850,31197,64776,1625,0.05
CAM000295,ORD026613,Email Campaign,2023-10-19,2024-03-03,8811,14469,209431,1814,0.05
CAM000296,ORD006492,Social Media,2023-11-09,2024-05-16,12568,13236,192436,1357,0.1
CAM000297,ORD024525,Google Ads,2023-05-03,2024-03-02,4560,72397,224707,127,0.04
CAM000298,ORD035343,Radio Ads,2023-02-15,2024-03-06,7907,34690,124948,1621,0.07
CAM000299,ORD049705,Radio Ads,2023-03-07,2024-01-15,12891,101168,186165,224,0.08
CAM000300,ORD042891,Email Campaign,2023-10-05,2023-12-16,14755,65227,30634,1517,0.09
CAM000301,ORD016740,Email Campaign,2023-07-25,2024-10-24,10101,122069,97519,515,0.02
CAM000302,ORD014194,Google Ads,2023-04-29,2024-06-19,4847,18627,178184,955,0.1
CAM000303,ORD015471,Radio Ads,2023-05-03,2024-06-02,14643,100500,130489,779,0.02
CAM000304,ORD002719,Radio Ads,2023-01-19,2024-06-11,8640,120786,89973,1503,0.03
CAM000305,ORD026647,Email Campaign,2023-11-08,2024-05-31,5736,197253,224058,1127,0.1
CAM000306,ORD046260,Email Campaign,2023-05-05,2024-05-24,16953,107778,43924,824,0.08
CAM000307,ORD040134,Google Ads,2023-08-06,2024-06-21,12392,71468,183932,1457,0.03
CAM000308,ORD031130,Email Campaign,2023-09-28,2024-02-12,18473,106853,32718,585,0.03
CAM000309,ORD045596,Social Media,2023-01-15,2023-12-24,554,36510,212611,460,0.01
CAM000310,ORD034033,Social Media,2023-11-07,2023-12-29,5425,14611,197737,321,0.03
CAM000311,ORD005823,TV Commercial,2023-04-01,2024-06-06,9546,31056,39880,869,0.08
CAM000312,ORD022839,TV Commercial,2023-03-04,2024-11-16,18188,47763,32661,988,0.08
CAM000313,ORD043658,Google Ads,2023-02-01,2024-01-11,7532,196851,109098,1569,0.07
CAM000314,ORD011369,TV Commercial,2023-06-05,2024-02-15,5914,129221,46981,1700,0.09
CAM000315,ORD025940,Email Campaign,2023-10-31,2024-09-17,12399,143985,217122,1693,0.09
CAM000316,ORD016272,Radio Ads,2023-07-28,2024-06-12,9140,52654,212365,265,0.04
CAM000317,ORD023085,Social Media,2023-08-02,2024-02-21,17347,46532,12618,1538,0.02
CAM000318,ORD041432,Google Ads,2023-01-06,2024-08-07,4172,161185,161812,314,0.08
CAM000319,ORD023408,TV Commercial,2023-11-20,2024-02-11,12315,92710,49581,1498,0.04
CAM000320,ORD008273,Email Campaign,2023-12-05,2024-11-03,1464,165096,108384,923,0.07
CAM000321,ORD009449,Email Campaign,2023-01-11,2024-01-04,19461,124727,198936,1097,0.03
CAM000322,ORD034913,Email Campaign,2023-10-26,2024-01-17,3631,142929,131720,60,0.08
CAM000323,ORD005116,Social Media,2023-11-06,2024-08-06,9173,82285,68274,679,0.05
CAM000324,ORD003454,Radio Ads,2023-07-09,2024-05-02,16195,184443,168310,534,0.01
CAM000325,ORD037601,Radio Ads,2023-08-30,2024-01-21,19685,42798,77979,881,0.03
CAM000326,ORD038433,Social Media,2023-03-26,2024-03-07,15000,18442,146466,995,0.06
CAM000327,ORD037671,Social Media,2023-12-09,2024-04-24,7969,30957,226486,1543,0.09
CAM000328,ORD019423,Email Campaign,2023-10-07,2024-05-16,3617,76461,145144,1860,0.06
CAM000329,ORD041244,Google Ads,2023-08-28,2024-04-23,1233,127159,26227,1118,0.08
CAM000330,ORD016919,Google Ads,2023-09-28,2024-12-02,18371,46968,216865,909,0.09
CAM000331,ORD040551,Google Ads,2023-09-12,2024-10-15,19130,30570,75522,613,0.01
CAM000332,ORD043729,Google Ads,2023-11-29,2024-02-26,1727,132394,14708,240,0.01
CAM000333,ORD010937,Social Media,2023-10-16,2024-09-06,9304,59446,116060,1636,0.08
CAM000334,ORD002779,TV Commercial,2022-12-30,2024-08-08,5165,198628,38384,1902,0.05
CAM000335,ORD018081,Email Campaign,2023-10-24,2024-09-12,7164,13019,195052,832,0.02
CAM000336,ORD008042,Google Ads,2023-10-07,2024-05-06,1813,183506,85214,1103,0.07
CAM000337,ORD033445,Social Media,2023-08-20,2024-05-06,11376,139402,40962,218,0.08
CAM000338,ORD009214,Email Campaign,2023-06-06,2024-08-15,2225,159982,201802,1461,0.09
CAM000339,ORD034458,TV Commercial,2023-09-03,2024-02-04,13055,71707,142734,609,0.1
CAM000340,ORD041372,Radio Ads,2023-01-09,2024-09-05,18428,184344,51543,1964,0.05
CAM000341,ORD032173,TV Commercial,2022-12-19,2024-08-29,740,163668,110511,1448,0.03
CAM000342,ORD042371,TV Commercial,2023-10-10,2024-03-15,15835,81573,175950,1820,0.06
CAM000343,ORD048716,Social Media,2022-12-19,2024-01-24,15358,111028,178513,264,0.06
CAM000344,ORD018986,TV Commercial,2023-05-28,2024-11-04,17016,78155,27708,699,0.09
CAM000345,ORD036478,Email Campaign,2023-10-07,2024-11-04,9367,6121,111220,498,0.01
CAM000346,ORD014987,Radio Ads,2023-04-04,2024-12-07,9993,63952,156152,1710,0.02
CAM000347,ORD041675,TV Commercial,2023-07-26,2024-07-18,1669,55204,139969,547,0.1
CAM000348,ORD023377,Google Ads,2023-06-07,2024-01-09,18602,49540,41312,1142,0.08
CAM000349,ORD031884,Social Media,2023-11-28,2024-04-28,15495,24926,88884,53,0.03
CAM000350,ORD004314,TV Commercial,2023-04-06,2023-12-29,12146,63436,72018,1910,0.06
CAM000351,ORD038423,Radio Ads,2023-07-26,2024-09-21,7552,141722,177056,528,0.05
CAM000352,ORD031131,Email Campaign,2023-05-28,2024-04-19,15865,190765,71936,1045,0.06
CAM000353,ORD037818,Email Campaign,2023-04-02,2024-08-16,13721,127469,188409,219,0.1
CAM000354,ORD041981,Email Campaign,2023-06-27,2024-09-20,4171,81358,182966,427,0.05
CAM000355,ORD000601,Google Ads,2023-03-08,2024-04-13,19078,179677,128242,1121,0.07
CAM000356,ORD031100,Radio Ads,2023-08-08,2024-05-30,4057,57947,168306,1374,0.07
CAM000357,ORD006353,Radio Ads,2023-08-14,2024-06-13,5864,67390,155263,89,0.06
CAM000358,ORD041648,TV Commercial,2023-09-08,2023-12-25,1844,52538,126950,552,0.06
CAM000359,ORD019553,Google Ads,2023-06-24,2024-12-08,13669,23516,74373,69,0.02
CAM000360,ORD036637,TV Commercial,2023-04-30,2024-06-10,10201,144109,179718,712,0.07
CAM000361,ORD044855,TV Commercial,2023-03-24,2024-07-26,6492,118707,159031,1489,0.08
CAM000362,ORD034020,Email Campaign,2023-07-07,2024-06-16,15018,10307,114285,1914,0.08
CAM000363,ORD026871,Radio Ads,2023-09-17,2024-04-30,18160,159635,193154,537,0.09
CAM000364,ORD033645,Social Media,2023-04-05,2024-01-25,8592,7595,68338,1514,0.09
CAM000365,ORD036351,Email Campaign,2023-09-08,2024-06-15,1118,124472,116974,1726,0.08
CAM000366,ORD036169,Google Ads,2023-11-14,2023-12-13,14747,88867,35808,606,0.02
CAM000367,ORD029640,Email Campaign,2023-09-15,2024-04-08,12210,121575,37785,1057,0.02
CAM000368,ORD022081,Google Ads,2023-07-18,2024-03-30,16934,35819,114382,1824,0.03
CAM000369,ORD015640,Email Campaign,2023-08-11,2024-07-29,18011,133137,87178,1793,0.01
CAM000370,ORD031882,Email Campaign,2023-03-03,2024-11-17,15967,110747,159775,1883,0.07
CAM000371,ORD027278,Email Campaign,2023-04-08,2024-05-16,18774,96324,116154,1434,0.03
CAM000372,ORD043824,TV Commercial,2023-09-11,2024-09-07,15628,194549,194926,1857,0.03
CAM000373,ORD035708,Radio Ads,2023-01-29,2024-01-02,1266,148446,102164,367,0.07
CAM000374,ORD045973,Radio Ads,2023-09-17,2024-04-09,11950,89931,236414,853,0.09
CAM000375,ORD040979,Social Media,2023-09-29,2024-03-29,4047,193589,24555,449,0.06
CAM000376,ORD048419,Social Media,2023-02-25,2024-07-07,1880,182938,207694,883,0.04
CAM000377,ORD030227,Google Ads,2023-09-12,2024-09-20,18499,147698,38948,413,0.04
CAM000378,ORD011284,Radio Ads,2023-10-24,2024-02-08,8263,121829,134253,568,0.01
CAM000379,ORD043960,Google Ads,2023-01-29,2024-02-28,17859,189183,94729,1834,0.02
CAM000380,ORD039003,TV Commercial,2023-10-28,2024-05-18,12882,103015,98023,949,0.05
CAM000381,ORD041633,Email Campaign,2023-01-24,2024-11-24,15690,170087,149607,857,0.09
CAM000382,ORD042932,TV Commercial,2023-07-09,2024-08-24,19319,93388,195829,476,0.05
CAM000383,ORD032677,Google Ads,2023-07-19,2024-08-24,15923,152730,65266,1757,0.07
CAM000384,ORD004053,Email Campaign,2023-04-26,2024-09-03,8703,199354,207170,906,0.07
CAM000385,ORD027500,Google Ads,2023-10-18,2024-06-04,9626,110658,211434,1451,0.08
CAM000386,ORD016087,Email Campaign,2023-02-22,2024-08-06,18931,16725,237900,1192,0.02
CAM000387,ORD040313,Google Ads,2023-04-03,2024-02-27,13897,94315,68386,968,0.07
CAM000388,ORD042687,Radio Ads,2022-12-25,2024-11-03,7758,148009,200629,1416,0.09
CAM000389,ORD047811,Social Media,2022-12-20,2024-10-04,2405,15279,13051,1479,0.05
CAM000390,ORD012462,Social Media,2023-01-10,2024-04-03,12931,70461,210825,1225,0.09
CAM000391,ORD017243,Social Media,2023-06-02,2024-04-18,12519,179833,49863,1922,0.06
CAM000392,ORD029687,Social Media,2023-10-17,2024-02-19,17459,167824,89992,495,0.09
CAM000393,ORD005841,Google Ads,2022-12-13,2024-12-02,12526,144025,16748,977,0.04
CAM000394,ORD031938,TV Commercial,2023-03-26,2024-05-10,3987,19962,179694,540,0.03
CAM000395,ORD042978,TV Commercial,2023-09-09,2024-07-14,11586,166337,37360,691,0.04
CAM000396,ORD006170,Email Campaign,2023-01-19,2024-11-07,5401,13441,145546,633,0.05
CAM000397,ORD049451,Email Campaign,2023-06-02,2024-03-01,6215,193802,88672,412,0.06
CAM000398,ORD000198,TV Commercial,2023-04-30,2024-06-10,9785,141224,207730,371,0.08
CAM000399,ORD032913,TV Commercial,2023-12-05,2024-03-03,16962,40276,160214,99,0.08
CAM000400,ORD008725,Radio Ads,2023-12-06,2023-12-28,12647,190267,38575,1223,0.01
CAM000401,ORD012522,Social Media,2023-02-20,2023-12-11,2260,87780,232016,940,0.1
CAM000402,ORD031328,Email Campaign,2023-11-20,2024-06-20,1679,40296,24370,1056,0.07
CAM000403,ORD017388,Radio Ads,2023-07-16,2024-06-04,5852,114195,79452,1297,0.1
CAM000404,ORD000334,Social Media,2023-11-19,2024-10-12,9429,150896,82494,1662,0.03
CAM000405,ORD025388,Radio Ads,2023-11-19,2024-10-21,10282,95438,196687,1875,0.08
CAM000406,ORD046747,Radio Ads,2022-12-14,2024-05-29,16840,79218,78348,355,0.02
CAM000407,ORD008275,TV Commercial,2023-04-29,2024-10-10,14961,70029,193893,70,0.01
CAM000408,ORD006953,Google Ads,2023-10-01,2024-02-17,12892,166860,33027,1544,0.01
CAM000409,ORD046755,Email Campaign,2023-11-12,2024-05-09,10331,13074,129123,805,0.08
CAM000410,ORD003320,TV Commercial,2023-03-11,2024-04-23,2112,140989,17106,1236,0.03
CAM000411,ORD035649,Google Ads,2023-05-26,2024-02-19,5019,190477,221401,97,0.04
CAM000412,ORD030144,Radio Ads,2023-11-04,2024-08-24,1183,104151,28839,1566,0.04
CAM000413,ORD004501,Radio Ads,2023-07-06,2024-06-05,3013,71367,171865,617,0.06
CAM000414,ORD003067,Social Media,2023-05-20,2024-01-06,1886,143743,10759,1646,0.03
CAM000415,ORD047898,Email Campaign,2023-03-04,2024-07-29,3890,35289,118348,1202,0.09
CAM000416,ORD017739,Email Campaign,2023-05-06,2024-01-23,8220,133018,105600,693,0.02
CAM000417,ORD013219,TV Commercial,2023-05-01,2024-10-07,10520,191747,24062,284,0.02
CAM000418,ORD048625,TV Commercial,2023-07-29,2024-07-26,15734,187189,126759,694,0.02
CAM000419,ORD042025,Email Campaign,2023-02-10,2024-04-04,9302,167020,193497,80,0.1
CAM000420,ORD026551,Social Media,2023-08-12,2024-05-08,5658,13501,20378,900,0.04
CAM000421,ORD005825,Social Media,2023-02-27,2024-12-09,11593,52427,60230,1389,0.03
CAM000422,ORD006720,Google Ads,2023-05-10,2023-12-29,16377,36073,41139,589,0.04
CAM000423,ORD036881,TV Commercial,2023-10-02,2024-08-19,13857,103238,171685,1142,0.04
CAM000424,ORD044417,Social Media,2023-04-15,2024-04-30,16272,195712,157314,1725,0.01
CAM000425,ORD021931,TV Commercial,2023-04-09,2024-08-17,7943,27597,65710,177,0.06
CAM000426,ORD048172,TV Commercial,2023-09-06,2024-06-18,12129,27864,75205,1964,0.05
CAM000427,ORD045722,TV Commercial,2023-12-02,2024-03-21,10107,68519,91023,1743,0.07
CAM000428,ORD007413,Social Media,2023-02-19,2024-07-31,6625,145318,54567,673,0.06
CAM000429,ORD001686,Email Campaign,2023-02-14,2024-02-08,1970,40494,56898,156,0.06
CAM000430,ORD036297,TV Commercial,2022-12-12,2024-09-03,4823,126110,124203,1978,0.03
CAM000431,ORD015892,Social Media,2023-02-16,2024-03-23,5450,76327,91818,1290,0.05
CAM000432,ORD024574,Radio Ads,2023-07-26,2024-07-04,16276,26466,40682,229,0.01
CAM000433,ORD028961,Email Campaign,2023-03-01,2024-06-08,16966,35304,115437,1174,0.07
CAM000434,ORD024673,Radio Ads,2023-11-26,2024-09-27,14440,65767,46350,262,0.04
CAM000435,ORD037488,TV Commercial,2023-01-06,2024-10-30,598,78513,164442,68,0.04
CAM000436,ORD017622,TV Commercial,2023-02-10,2024-03-22,14422,90440,83090,1908,0.06
CAM000437,ORD049938,Google Ads,2023-03-05,2024-08-20,1058,174697,179586,115,0.03
CAM000438,ORD039354,TV Commercial,2023-10-07,2024-12-03,13973,96721,228244,272,0.1
CAM000439,ORD022245,Google Ads,2023-05-21,2024-11-01,5788,53260,207076,1972,0.09
CAM000440,ORD031620,TV Commercial,2023-04-30,2024-10-20,16697,152543,111931,476,0.09
CAM000441,ORD004690,Social Media,2023-06-22,2024-05-01,9673,40433,113958,1560,0.03
CAM000442,ORD031587,Google Ads,2023-02-24,2024-09-10,16249,137496,28857,1844,0.02
CAM000443,ORD003310,Radio Ads,2023-01-14,2024-05-15,7805,63652,113336,271,0.08
CAM000444,ORD024213,Email Campaign,2022-12-13,2024-10-02,1375,51303,186692,1882,0.07
CAM000445,ORD044590,TV Commercial,2023-06-30,2023-12-15,11023,159972,182416,116,0.08
CAM000446,ORD005072,Radio Ads,2023-09-08,2024-02-26,2722,62330,217244,301,0.09
CAM000447,ORD010710,Radio Ads,2023-10-01,2024-06-11,14093,85371,92166,217,0.09
CAM000448,ORD034533,Email Campaign,2023-07-03,2024-11-02,15058,126694,161121,1921,0.03
CAM000449,ORD013524,Radio Ads,2023-04-20,2023-12-16,11197,26362,85804,429,0.02
CAM000450,ORD022057,Google Ads,2023-04-29,2024-04-08,4833,163099,15285,266,0.02
CAM000451,ORD007096,Social Media,2023-10-07,2024-03-16,19393,39164,154988,389,0.08
CAM000452,ORD005735,TV Commercial,2023-05-15,2024-01-19,5206,176172,197734,66,0.01
CAM000453,ORD003941,Google Ads,2023-05-01,2024-03-06,5841,152950,102596,948,0.08
CAM000454,ORD023157,TV Commercial,2023-07-05,2024-01-25,16388,190015,143648,700,0.04
CAM000455,ORD016944,TV Commercial,2023-09-01,2024-04-22,1730,22609,137072,258,0.01
CAM000456,ORD028586,TV Commercial,2023-12-08,2024-11-21,10784,85865,151186,903,0.08
CAM000457,ORD034406,TV Commercial,2023-04-14,2024-07-05,9424,9494,210134,1589,0.02
CAM000458,ORD028002,Google Ads,2023-12-05,2023-12-27,13135,109981,209161,1046,0.02
CAM000459,ORD026681,Social Media,2023-04-21,2024-02-08,17242,28890,159946,1558,0.1
CAM000460,ORD034070,TV Commercial,2023-11-22,2024-09-12,13690,43398,70042,185,0.09
CAM000461,ORD020412,Google Ads,2023-08-04,2023-12-28,15115,62680,58866,1577,0.08
CAM000462,ORD043633,Google Ads,2023-04-13,2024-05-14,17182,36237,44835,1836,0.05
CAM000463,ORD030473,Social Media,2023-09-20,2024-09-28,5648,90146,139436,480,0.03
CAM000464,ORD035300,Social Media,2023-07-08,2024-12-06,17541,158336,135856,691,0.09
CAM000465,ORD037916,TV Commercial,2023-04-15,2024-09-11,2618,156623,239383,243,0.02
CAM000466,ORD047314,Radio Ads,2023-10-18,2024-09-25,16885,52641,77384,1873,0.01
CAM000467,ORD049938,Social Media,2023-10-26,2024-10-09,7672,144741,25678,289,0.03
CAM000468,ORD001315,Email Campaign,2023-01-24,2024-11-24,11314,72436,76557,502,0.09
CAM000469,ORD010017,Social Media,2023-01-12,2024-04-05,9005,39352,28066,1714,0.03
CAM000470,ORD030019,Email Campaign,2023-01-12,2024-10-25,8034,192854,108856,518,0.08
CAM000471,ORD008019,TV Commercial,2023-12-06,2024-01-09,7164,48743,101569,1164,0.01
CAM000472,ORD032918,TV Commercial,2023-03-30,2024-11-18,4595,132658,169396,1890,0.04
CAM000473,ORD045974,Email Campaign,2023-02-18,2024-10-28,15300,143155,191151,1671,0.06
CAM000474,ORD003007,Radio Ads,2023-09-28,2024-12-05,18713,96641,139128,185,0.09
CAM000475,ORD023669,Google Ads,2023-10-30,2023-12-20,19784,127600,165624,637,0.08
CAM000476,ORD015911,TV Commercial,2023-11-01,2024-07-24,9839,86949,142425,1606,0.04
CAM000477,ORD047189,Google Ads,2023-10-27,2024-04-27,11051,8337,41910,1646,0.01
CAM000478,ORD022451,Social Media,2023-03-16,2024-03-20,2869,65385,57039,1691,0.02
CAM000479,ORD003717,TV Commercial,2022-12-18,2024-10-14,19705,66632,98743,1307,0.05
CAM000480,ORD029352,Google Ads,2023-03-09,2024-03-23,12468,195696,209535,1550,0.03
CAM000481,ORD022426,Radio Ads,2022-12-14,2024-02-14,18995,136130,68220,313,0.02
CAM000482,ORD039691,Google Ads,2023-01-12,2024-10-01,2629,107012,138951,1881,0.02
CAM000483,ORD045967,Radio Ads,2023-02-14,2024-06-15,12624,129249,85138,869,0.06
CAM000484,ORD004190,TV Commercial,2023-11-30,2024-06-19,19224,141028,140992,310,0.03
CAM000485,ORD030182,Radio Ads,2023-08-19,2024-11-23,17002,50285,29302,840,0.07
CAM000486,ORD000342,Google Ads,2023-02-15,2024-10-04,19168,150786,41156,1731,0.01
CAM000487,ORD027530,Social Media,2023-06-18,2024-03-10,9685,85807,152179,607,0.1
CAM000488,ORD008998,Email Campaign,2023-08-06,2024-10-24,3539,20250,105183,780,0.02
CAM000489,ORD004817,Social Media,2023-02-24,2024-08-25,15595,62363,7545,1612,0.07
CAM000490,ORD011824,Email Campaign,2023-12-08,2024-11-08,18380,63386,219552,1432,0.06
CAM000491,ORD036914,Email Campaign,2023-07-09,2024-04-01,19564,52823,35133,1143,0.06
CAM000492,ORD014542,Email Campaign,2023-05-01,2024-11-16,11748,133567,159444,664,0.04
CAM000493,ORD046557,Google Ads,2023-11-27,2024-10-17,6784,144268,214292,1798,0.04
CAM000494,ORD001967,TV Commercial,2023-02-12,2024-03-05,11278,119737,202160,1264,0.09
CAM000495,ORD009156,Google Ads,2022-12-25,2024-08-18,18790,115936,147433,1219,0.05
CAM000496,ORD045020,Email Campaign,2023-09-18,2024-01-31,2991,108284,189890,493,0.04
CAM000497,ORD047157,Email Campaign,2023-09-27,2024-02-17,11051,25556,24810,801,0.07
CAM000498,ORD003392,TV Commercial,2023-01-15,2024-08-03,8162,141581,17880,209,0.02
CAM000499,ORD049525,Google Ads,2023-10-19,2024-04-28,4634,87020,218466,1089,0.1
CAM000500,ORD029364,Social Media,2023-03-28,2024-10-17,16139,75723,49650,1276,0.05
CAM000501,ORD043775,Radio Ads,2023-01-19,2024-01-18,8724,175988,128563,575,0.06
CAM000502,ORD047795,Social Media,2023-08-16,2024-09-21,2191,145360,167502,1984,0.08
CAM000503,ORD040094,TV Commercial,2023-04-12,2024-10-10,9031,116965,226424,1749,0.02
CAM000504,ORD034785,Email Campaign,2023-06-25,2024-01-23,5190,43133,91441,937,0.03
CAM000505,ORD035095,Social Media,2023-11-27,2023-12-29,14183,80012,109632,561,0.05
CAM000506,ORD033048,Radio Ads,2023-07-23,2024-10-22,18397,181079,207051,997,0.09
CAM000507,ORD026054,TV Commercial,2023-10-02,2024-07-30,4330,166059,66189,1049,0.05
CAM000508,ORD002493,Google Ads,2023-10-28,2024-05-01,554,160628,25570,1317,0.04
CAM000509,ORD046676,Email Campaign,2023-03-17,2024-10-12,10363,178783,194248,1718,0.07
CAM000510,ORD022767,Google Ads,2023-08-28,2024-11-22,18468,47630,150163,790,0.04
CAM000511,ORD009629,Radio Ads,2023-10-15,2024-06-13,2790,100172,53305,860,0.06
CAM000512,ORD039566,Google Ads,2023-03-31,2024-04-09,12898,139927,98618,241,0.05
CAM000513,ORD012369,TV Commercial,2023-10-13,2024-04-02,2094,184243,233694,394,0.01
CAM000514,ORD048696,Social Media,2023-11-18,2024-08-02,2024,138837,237206,1345,0.08
CAM000515,ORD028265,Social Media,2023-02-04,2024-01-19,15717,132829,19704,1048,0.04
CAM000516,ORD001252,TV Commercial,2023-01-31,2024-06-12,8123,84162,113955,1019,0.07
CAM000517,ORD019574,Social Media,2023-11-17,2024-12-05,5473,128349,102343,1974,0.06
CAM000518,ORD008410,TV Commercial,2022-12-23,2024-10-29,18352,32184,115964,771,0.06
CAM000519,ORD048940,Radio Ads,2023-07-01,2024-11-09,16929,123937,233221,920,0.04
CAM000520,ORD009323,Google Ads,2023-07-13,2024-08-18,1765,198004,238645,501,0.04
CAM000521,ORD046232,Radio Ads,2023-06-20,2023-12-27,13746,89256,42423,1893,0.06
CAM000522,ORD038012,Social Media,2023-01-25,2024-08-30,14603,163173,126654,745,0.1
CAM000523,ORD001771,TV Commercial,2023-04-16,2024-05-17,4430,54102,150682,1127,0.03
CAM000524,ORD001349,Email Campaign,2023-12-01,2024-08-24,19657,121800,187048,842,0.03
CAM000525,ORD007230,Google Ads,2023-11-29,2024-05-06,1962,157414,170280,1474,0.02
CAM000526,ORD046721,Google Ads,2023-11-27,2024-07-22,16065,27330,157056,879,0.06
CAM000527,ORD011511,Email Campaign,2023-02-06,2024-10-28,13250,86526,211056,965,0.09
CAM000528,ORD021294,TV Commercial,2023-11-28,2024-09-11,12991,55467,46207,1708,0.09
CAM000529,ORD000956,TV Commercial,2023-09-07,2024-03-05,13255,55436,195681,777,0.06
CAM000530,ORD043421,Google Ads,2023-01-02,2024-04-23,14732,180602,39970,507,0.03
CAM000531,ORD046394,TV Commercial,2023-11-18,2024-09-12,3153,124591,93643,261,0.09
CAM000532,ORD039893,Social Media,2023-05-07,2024-08-11,14696,37771,87039,1997,0.06
CAM000533,ORD043873,Email Campaign,2023-10-08,2024-03-15,10644,115321,109497,1971,0.01
CAM000534,ORD018014,Radio Ads,2023-07-02,2024-07-18,18889,69916,92964,818,0.04
CAM000535,ORD029587,TV Commercial,2023-10-28,2024-10-18,19039,84376,90602,586,0.02
CAM000536,ORD024242,TV Commercial,2023-02-21,2024-09-22,5840,170530,28996,429,0.08
CAM000537,ORD048583,TV Commercial,2023-04-26,2024-05-29,14400,176545,188215,1982,0.1
CAM000538,ORD031729,Radio Ads,2023-01-28,2024-08-07,2727,55713,69398,848,0.02
CAM000539,ORD021832,TV Commercial,2023-07-09,2023-12-14,9820,109192,32760,674,0.05
CAM000540,ORD029908,Google Ads,2023-10-23,2024-04-09,12875,81703,141232,943,0.09
CAM000541,ORD005896,Social Media,2023-10-07,2024-05-04,510,122615,51687,938,0.08
CAM000542,ORD028311,TV Commercial,2023-03-16,2024-10-21,6992,57108,74846,301,0.05
CAM000543,ORD033724,Email Campaign,2023-07-28,2024-10-17,18040,86367,116793,1286,0.02
