financial_id,order_id,cogs,operational_expenses,other_expenses,total_revenue,profit,financial_date,taxes_paid,discount_given
FIN000382,ORD000382,783,4084,1863,899,8813,2024-03-07,185,254
FIN000383,ORD000383,502,1119,1424,7399,1596,2022-12-18,378,27
FIN000384,ORD000384,195,3071,555,7664,2902,2024-06-22,476,208
FIN000385,ORD000385,181,2771,407,3038,3257,2023-07-04,213,259
FIN000386,ORD000386,354,2559,2211,1686,4764,2024-09-21,98,84
FIN000387,ORD000387,388,993,2563,4689,5426,2023-09-20,116,290
FIN000388,ORD000388,394,3881,2244,3701,5243,2024-05-14,252,10
FIN000389,ORD000389,519,1676,2090,4724,532,2024-03-08,179,180
FIN000390,ORD000390,364,4497,662,4505,7351,2024-11-13,296,71
FIN000391,ORD000391,101,3311,1468,4279,2737,2024-02-02,445,276
FIN000392,ORD000392,988,3356,371,3926,7901,2023-12-22,349,242
FIN000393,ORD000393,208,4756,451,1887,7485,2023-08-13,251,135
FIN000394,ORD000394,324,1393,645,9666,6001,2023-11-08,237,117
FIN000395,ORD000395,906,3212,1249,3177,8158,2024-01-01,360,140
FIN000396,ORD000396,889,546,2606,6872,7432,2023-09-06,346,273
FIN000397,ORD000397,883,3763,1025,1535,4430,2023-02-05,198,56
FIN000398,ORD000398,574,4053,2427,2500,1375,2023-07-24,303,67
FIN000399,ORD000399,538,4387,2623,1316,2240,2024-01-19,490,119
FIN000400,ORD000400,229,942,1925,6161,3839,2023-01-05,383,45
FIN000401,ORD000401,180,2610,1422,4271,6955,2023-10-14,391,58
FIN000402,ORD000402,366,2708,2403,7959,782,2023-09-01,19,110
FIN000403,ORD000403,411,2836,1523,8038,4223,2024-09-19,477,295
FIN000404,ORD000404,130,3798,2387,2154,-191,2024-11-04,21,251
FIN000405,ORD000405,170,4353,125,8835,7648,2024-10-24,98,252
FIN000406,ORD000406,104,3061,589,5302,6108,2023-11-19,464,208
FIN000407,ORD000407,568,4864,672,4735,961,2023-06-27,114,272
FIN000408,ORD000408,212,1510,314,8803,6369,2024-05-17,38,128
FIN000409,ORD000409,710,701,2138,5093,7204,2023-12-19,486,154
FIN000410,ORD000410,495,4672,260,7959,1870,2023-05-06,93,124
FIN000411,ORD000411,887,3791,2434,1829,408,2023-02-03,288,273
FIN000412,ORD000412,894,4668,1399,2235,2407,2023-02-13,430,204
FIN000413,ORD000413,134,1552,1760,1872,-257,2023-04-16,327,111
FIN000414,ORD000414,481,3716,957,1296,8034,2024-02-09,31,102
FIN000415,ORD000415,794,3411,1998,2677,5794,2023-08-14,392,292
FIN000416,ORD000416,745,1116,435,7617,7276,2022-12-15,119,96
FIN000417,ORD000417,869,2332,358,6871,5718,2024-06-20,374,220
FIN000418,ORD000418,878,1784,1390,8305,3512,2024-11-19,14,28
FIN000419,ORD000419,710,676,434,2171,7574,2023-10-20,132,281
FIN000420,ORD000420,687,3808,1053,6601,224,2024-06-25,261,290
FIN000421,ORD000421,347,2529,1012,3497,7768,2023-09-08,69,73
FIN000422,ORD000422,966,556,1121,8565,4222,2023-09-25,307,18
FIN000423,ORD000423,251,1247,302,791,6134,2024-09-21,332,50
FIN000424,ORD000424,299,2066,563,723,5140,2024-05-01,198,275
FIN000425,ORD000425,848,1295,2275,9075,2658,2023-03-13,434,187
FIN000426,ORD000426,741,4177,2436,4029,2025,2023-03-27,344,221
FIN000427,ORD000427,873,4048,1839,2740,5847,2023-11-10,119,56
FIN000428,ORD000428,224,4739,1307,4391,120,2023-06-04,142,58
FIN000429,ORD000429,981,4178,971,2980,6702,2022-12-13,30,281
FIN000430,ORD000430,280,4368,2054,1813,6329,2023-07-20,363,54
FIN000431,ORD000431,714,4157,2710,8963,8800,2024-01-12,396,270
FIN000432,ORD000432,544,2672,2257,5096,4151,2023-09-20,128,99
FIN000433,ORD000433,860,4871,1855,7820,6882,2022-12-11,350,124
FIN000434,ORD000434,265,4162,200,4809,2517,2023-01-10,235,121
FIN000435,ORD000435,176,3923,1880,9480,7311,2023-11-26,141,85
FIN000436,ORD000436,284,2946,2073,6279,5309,2024-06-07,79,64
FIN000437,ORD000437,828,3043,247,903,1296,2023-05-21,96,196
FIN000438,ORD000438,783,1475,173,7362,7307,2024-08-06,295,120
FIN000439,ORD000439,267,3084,1253,2536,538,2024-06-21,292,79
FIN000440,ORD000440,524,3592,1131,2190,-238,2024-07-19,24,100
FIN000441,ORD000441,573,4974,194,9264,489,2024-07-10,72,71
FIN000442,ORD000442,656,2518,601,7776,8493,2023-06-13,309,164
FIN000443,ORD000443,492,1535,2674,2891,8731,2024-01-19,228,245
FIN000444,ORD000444,685,2123,357,1916,8071,2023-05-23,90,102
FIN000445,ORD000445,725,1321,1083,9553,5491,2023-07-13,101,216
FIN000446,ORD000446,607,4904,2483,5981,3813,2023-10-08,279,86
FIN000447,ORD000447,156,2298,1891,7940,4455,2024-03-15,342,21
FIN000448,ORD000448,950,995,1325,4395,8046,2023-03-12,154,66
FIN000449,ORD000449,447,1960,2678,1321,2677,2023-03-25,230,96
FIN000450,ORD000450,532,2946,2934,4448,396,2024-10-30,290,223
FIN000451,ORD000451,677,798,1486,3000,3625,2024-03-15,76,151
FIN000452,ORD000452,955,4068,790,6442,7169,2024-07-20,286,226
FIN000453,ORD000453,880,2491,1697,9695,8808,2024-07-24,380,169
FIN000454,ORD000454,448,2666,1948,2148,104,2024-06-18,66,87
FIN000455,ORD000455,848,3007,2187,1297,2822,2024-08-27,301,63
FIN000456,ORD000456,759,4462,1840,4431,213,2023-04-03,114,290
FIN000457,ORD000457,692,3663,1702,8389,7259,2024-06-23,489,202
FIN000458,ORD000458,178,3528,2545,7300,4429,2023-08-06,470,54
FIN000459,ORD000459,629,4666,1668,6365,3319,2023-11-21,285,169
FIN000460,ORD000460,851,2076,2049,8429,3001,2024-03-30,113,130
FIN000461,ORD000461,628,3263,2232,1222,7554,2023-03-22,305,269
FIN000462,ORD000462,147,1893,2631,6357,6412,2024-05-17,98,58
FIN000463,ORD000463,662,2709,2133,5116,8224,2023-11-15,357,66
FIN000464,ORD000464,484,4651,1272,2615,4847,2024-02-29,334,97
FIN000465,ORD000465,953,2777,2355,846,7499,2023-05-08,60,298
FIN000466,ORD000466,431,4606,2510,7867,4,2024-09-25,323,182
FIN000467,ORD000467,189,1851,1626,3202,4952,2024-09-15,348,253
FIN000468,ORD000468,781,2287,1948,7231,2863,2024-04-24,34,189
FIN000469,ORD000469,723,3017,2355,2422,7266,2024-10-31,58,7
FIN000470,ORD000470,693,3657,2512,1122,2570,2023-07-30,173,160
FIN000471,ORD000471,898,4417,762,1299,3392,2024-03-08,440,191
FIN000472,ORD000472,388,1814,791,8233,305,2022-12-31,404,54
FIN000473,ORD000473,640,3532,1830,1005,6787,2023-01-07,66,60
FIN000474,ORD000474,460,3058,513,2227,3918,2024-02-16,63,195
FIN000475,ORD000475,111,1684,1226,1454,6303,2023-07-26,299,238
FIN000476,ORD000476,853,2394,289,1609,294,2023-04-23,337,16
FIN000477,ORD000477,355,2630,2158,7723,1079,2023-10-30,224,183
FIN000478,ORD000478,571,4200,150,1909,2678,2023-04-18,331,54
FIN000479,ORD000479,427,1924,2298,3166,3175,2023-12-29,320,259
FIN000480,ORD000480,591,4847,2341,9285,132,2023-11-18,328,198
FIN000481,ORD000481,376,1361,1896,4835,5359,2023-03-02,20,248
FIN000482,ORD000482,312,1758,2807,6775,1822,2024-04-04,220,136
FIN000483,ORD000483,629,4333,502,6780,4681,2024-04-16,192,272
FIN000484,ORD000484,466,2765,2626,4408,5578,2023-04-03,343,112
FIN000485,ORD000485,401,2293,826,9831,1520,2022-12-21,280,289
FIN000486,ORD000486,632,1519,2438,4254,4001,2024-08-12,94,100
FIN000487,ORD000487,478,2095,899,4994,7895,2023-11-21,451,104
FIN000488,ORD000488,311,2125,465,2807,7585,2023-05-02,236,117
FIN000489,ORD000489,381,892,1719,7248,2463,2023-10-21,373,57
FIN000490,ORD000490,275,531,1453,1318,370,2023-04-01,489,299
FIN000491,ORD000491,237,2301,2700,6615,548,2023-06-05,480,248
FIN000492,ORD000492,639,3061,664,9368,1893,2022-12-25,47,202
FIN000493,ORD000493,367,2870,1386,5415,8586,2024-03-01,284,92
FIN000494,ORD000494,542,3707,1291,7237,-328,2024-04-11,493,274
FIN000495,ORD000495,752,2597,145,4892,6807,2023-01-11,409,40
FIN000496,ORD000496,800,1013,792,4839,6956,2023-03-30,172,177
FIN000497,ORD000497,121,2060,129,2042,6425,2023-02-11,388,60
FIN000498,ORD000498,122,1874,936,4574,3306,2024-09-16,333,164
FIN000499,ORD000499,488,1707,2001,4308,182,2024-06-11,416,103
FIN000500,ORD000500,711,4307,1888,9992,4822,2023-03-20,98,36
FIN000501,ORD000501,574,1249,1316,5615,5525,2023-10-31,87,151
FIN000502,ORD000502,404,2762,2458,2616,7274,2024-03-08,96,247
FIN000503,ORD000503,266,2750,533,5632,5071,2024-09-22,293,236
FIN000504,ORD000504,741,3131,201,2385,6012,2023-10-18,245,20
FIN000505,ORD000505,587,2023,1850,5861,8385,2023-08-30,119,210
FIN000506,ORD000506,904,3288,2799,1270,6896,2023-06-25,340,249
FIN000507,ORD000507,608,785,1431,4867,6698,2023-01-19,13,262
FIN000508,ORD000508,441,2276,1211,1706,7545,2024-11-03,160,122
FIN000509,ORD000509,642,4426,2461,1786,8101,2023-06-02,253,112
FIN000510,ORD000510,244,4162,2296,5123,7534,2024-07-30,201,139
FIN000511,ORD000511,885,3524,2335,8915,4082,2024-02-12,72,186
FIN000512,ORD000512,977,3823,792,5186,8839,2023-04-10,26,213
FIN000513,ORD000513,194,830,723,9525,5449,2024-01-25,27,295
FIN000514,ORD000514,111,931,2845,9900,1141,2023-11-01,227,140
FIN000515,ORD000515,722,2003,1991,5590,3705,2024-08-06,90,54
FIN000516,ORD000516,427,1440,1493,8680,4269,2024-01-09,390,249
FIN000517,ORD000517,277,4749,1841,2355,339,2024-04-21,335,118
FIN000518,ORD000518,912,4652,2045,5114,8347,2024-05-07,165,2
FIN000519,ORD000519,289,4176,2207,1598,277,2024-08-22,406,200
FIN000520,ORD000520,624,3192,2511,5439,1370,2023-10-24,168,276
FIN000521,ORD000521,898,3884,1198,826,3257,2022-12-23,153,198
FIN000522,ORD000522,364,2863,110,1532,1747,2024-05-20,354,167
FIN000523,ORD000523,360,1482,1882,1006,5489,2023-08-05,301,261
FIN000524,ORD000524,782,3850,821,4368,1345,2023-01-24,480,254
FIN000525,ORD000525,603,1217,2085,6978,2270,2023-08-25,475,89
FIN000526,ORD000526,292,3866,1865,9916,8447,2024-08-06,215,188
FIN000527,ORD000527,214,4871,957,5864,3030,2024-08-06,285,93
FIN000528,ORD000528,335,4594,1607,8915,7890,2023-02-04,436,161
FIN000529,ORD000529,302,1579,2026,927,2000,2023-05-27,361,192
FIN000530,ORD000530,535,2566,138,5486,1642,2023-03-07,282,2
FIN000531,ORD000531,139,2146,366,5191,2724,2024-06-16,407,133
FIN000532,ORD000532,703,3901,789,8714,5920,2024-02-21,372,144
FIN000533,ORD000533,522,2364,631,1374,1925,2023-10-20,454,225
FIN000534,ORD000534,336,4922,574,3693,2485,2023-12-07,298,4
FIN000535,ORD000535,114,4514,2499,3084,8973,2024-06-07,128,191
FIN000536,ORD000536,769,2947,2180,2279,1221,2023-08-18,14,176
FIN000537,ORD000537,645,2296,2516,8915,6020,2024-11-29,146,112
FIN000538,ORD000538,166,3251,2719,5596,7361,2024-04-12,98,80
FIN000539,ORD000539,524,2814,1501,3366,6567,2023-09-19,24,160
FIN000540,ORD000540,474,4266,2336,6783,3145,2023-12-25,341,197
FIN000541,ORD000541,950,3280,507,8132,1080,2024-02-28,130,34
FIN000542,ORD000542,133,2709,1944,5328,6083,2023-04-20,18,143
FIN000543,ORD000543,446,1032,1814,2347,1490,2024-03-01,254,227
FIN000544,ORD000544,383,1875,727,7948,6314,2023-01-09,237,224
FIN000545,ORD000545,553,1509,870,9497,4212,2023-06-19,324,60
FIN000546,ORD000546,272,3774,2081,6946,8628,2023-02-15,495,118
FIN000547,ORD000547,977,1152,2008,5495,3868,2024-10-04,397,241
FIN000548,ORD000548,113,3275,267,3917,1966,2023-05-06,354,256
FIN000549,ORD000549,250,1556,2327,7273,5122,2024-04-15,359,256
FIN000550,ORD000550,972,1378,2204,531,5329,2023-02-09,391,55
FIN000551,ORD000551,894,3588,1099,9850,5290,2024-02-08,404,131
FIN000552,ORD000552,306,3464,2879,8963,6184,2024-04-27,455,258
FIN000553,ORD000553,885,2052,1407,925,1522,2023-08-21,56,263
FIN000554,ORD000554,747,2098,1684,1735,7161,2023-01-03,365,31
FIN000555,ORD000555,372,2854,656,908,3553,2024-03-07,370,57
FIN000556,ORD000556,382,4190,2542,1205,6282,2024-06-27,342,246
FIN000557,ORD000557,412,2884,1330,1151,1077,2024-04-26,323,199
FIN000558,ORD000558,104,3309,2014,2174,7108,2023-05-26,436,176
FIN000559,ORD000559,208,952,331,4415,448,2024-06-10,430,176
FIN000560,ORD000560,805,939,2217,9931,3596,2023-08-08,124,54
FIN000561,ORD000561,448,1355,340,9624,842,2023-05-26,293,55
FIN000562,ORD000562,395,4959,479,7292,7470,2023-08-14,376,102
FIN000563,ORD000563,396,2444,1076,4750,4987,2023-02-06,153,260
FIN000564,ORD000564,114,3105,454,1739,3165,2024-07-19,499,281
FIN000565,ORD000565,798,901,2564,6449,-32,2024-03-24,20,237
FIN000566,ORD000566,506,1454,789,2013,910,2024-01-17,106,153
FIN000567,ORD000567,566,2677,980,9053,1518,2023-04-07,11,182
FIN000568,ORD000568,789,1962,906,3613,7240,2023-05-26,243,108
FIN000569,ORD000569,264,2809,1655,3425,6737,2023-02-11,457,40
FIN000570,ORD000570,491,4432,1582,8004,1664,2024-11-08,376,67
FIN000571,ORD000571,465,1389,778,1657,401,2023-12-30,181,78
FIN000572,ORD000572,549,3478,1356,2312,2174,2022-12-21,264,177
FIN000573,ORD000573,399,3365,116,1739,2497,2023-12-18,424,13
FIN000574,ORD000574,469,3592,1866,3880,4505,2024-05-13,423,236
FIN000575,ORD000575,505,3662,2037,4521,1462,2024-03-18,121,32
FIN000576,ORD000576,452,2344,592,5785,1070,2023-06-11,400,252
FIN000577,ORD000577,529,4132,1052,3157,7806,2023-03-21,189,103
FIN000578,ORD000578,797,4677,1796,6668,986,2023-01-05,177,28
FIN000579,ORD000579,958,4338,209,5783,8445,2024-07-24,461,42
FIN000580,ORD000580,608,3758,411,4694,-390,2023-06-12,196,95
FIN000581,ORD000581,673,658,2116,2008,2300,2023-02-06,168,201
FIN000582,ORD000582,468,2137,1612,6800,1052,2023-01-23,134,231
FIN000583,ORD000583,480,4835,2623,2017,3210,2024-06-17,440,38
FIN000584,ORD000584,391,4345,1523,3928,4857,2024-04-26,70,170
FIN000585,ORD000585,807,3055,1210,9156,-468,2023-01-19,403,293
FIN000586,ORD000586,158,2512,2573,7180,1941,2024-08-04,298,194
FIN000587,ORD000587,579,4027,2300,6830,1711,2023-04-27,284,135
FIN000588,ORD000588,751,1784,2224,4405,3723,2024-02-03,93,43
FIN000589,ORD000589,202,1486,999,6384,790,2024-03-18,269,41
FIN000590,ORD000590,959,2883,609,3499,4285,2024-05-23,177,185
FIN000591,ORD000591,811,576,325,9692,8080,2024-11-18,89,5
FIN000592,ORD000592,629,4227,652,8911,6390,2024-02-29,205,51
FIN000593,ORD000593,873,3517,2888,3056,5912,2024-07-10,417,154
FIN000594,ORD000594,875,1850,2504,3749,-486,2024-08-31,194,100
FIN000595,ORD000595,797,3380,1060,9000,-455,2023-08-09,402,120
FIN000596,ORD000596,596,2375,1953,8370,5504,2023-07-27,455,155
FIN000597,ORD000597,776,1368,2029,7755,8541,2023-07-02,307,134
FIN000598,ORD000598,664,1877,1984,8644,6379,2023-06-07,296,295
FIN000599,ORD000599,367,4728,1983,5839,449,2023-02-13,319,204
FIN000600,ORD000600,761,3773,1099,6896,4430,2022-12-17,436,202
FIN000601,ORD000601,554,3035,1079,3493,-67,2023-02-10,431,271
FIN000602,ORD000602,369,1193,1955,7052,3882,2023-07-09,351,155
FIN000603,ORD000603,651,4856,858,7721,8204,2024-01-08,176,229
FIN000604,ORD000604,320,1727,1298,5381,8658,2024-09-23,349,141
FIN000605,ORD000605,824,3218,2387,2338,1773,2023-06-17,209,53
FIN000606,ORD000606,191,756,1751,7568,6376,2023-03-26,194,67
FIN000607,ORD000607,660,1486,436,6195,4541,2024-05-08,473,103
FIN000608,ORD000608,601,1814,1009,5519,7237,2024-05-24,250,277
FIN000609,ORD000609,143,4602,2701,1010,8249,2023-07-06,414,179
FIN000610,ORD000610,466,2516,280,3622,3794,2023-03-08,182,190
FIN000611,ORD000611,536,3168,1494,8809,4642,2022-12-11,301,278
FIN000612,ORD000612,954,1407,1045,3135,8353,2024-01-11,274,134
FIN000613,ORD000613,534,1970,2757,9646,7048,2024-12-02,35,173
FIN000614,ORD000614,359,2861,2866,4719,703,2023-03-27,103,257
FIN000615,ORD000615,268,3008,2026,1208,7267,2023-04-28,115,270
FIN000616,ORD000616,351,2834,2030,4156,373,2023-03-05,194,167
FIN000617,ORD000617,980,1545,1016,2825,8477,2023-03-05,464,31
FIN000618,ORD000618,172,3350,1622,7128,8760,2024-02-06,162,169
FIN000619,ORD000619,143,1294,885,5726,7482,2023-09-06,88,266
FIN000620,ORD000620,153,1337,1339,9432,3351,2023-07-26,193,202
FIN000621,ORD000621,571,3810,1937,9713,3338,2023-04-16,195,239
FIN000622,ORD000622,111,1432,1329,7181,4820,2023-06-02,270,243
FIN000623,ORD000623,233,3894,971,8859,3593,2023-03-04,478,212
FIN000624,ORD000624,429,4600,1752,8261,956,2024-07-06,142,296
FIN000625,ORD000625,513,3999,468,6454,6398,2023-01-22,72,229
FIN000626,ORD000626,662,4681,1397,7345,1301,2024-09-19,448,108
FIN000627,ORD000627,548,2774,502,4259,4743,2023-10-29,283,235
FIN000628,ORD000628,246,2138,438,5358,750,2024-03-06,302,184
FIN000629,ORD000629,714,2620,2232,4250,3411,2023-06-30,493,244
FIN000630,ORD000630,322,1139,289,5921,788,2024-03-18,405,226
FIN000631,ORD000631,834,4029,1210,2643,622,2024-07-02,341,24
FIN000632,ORD000632,544,1673,2819,2597,1812,2024-03-05,153,137
FIN000633,ORD000633,357,1619,2282,5598,536,2024-02-16,250,51
FIN000634,ORD000634,581,4950,1151,3926,5840,2023-10-12,97,298
FIN000635,ORD000635,414,1063,2478,6998,2748,2024-09-11,352,277
FIN000636,ORD000636,600,1151,2036,7630,1591,2023-06-19,383,71
FIN000637,ORD000637,652,2665,2799,9731,-4,2023-03-08,211,252
FIN000638,ORD000638,857,1679,2272,2871,8884,2024-06-25,92,34
FIN000639,ORD000639,591,3419,1122,3189,8397,2024-10-18,19,35
FIN000640,ORD000640,821,2261,2299,1698,3851,2022-12-28,32,11
FIN000641,ORD000641,986,4847,816,9451,5765,2023-12-10,426,208
FIN000642,ORD000642,129,2113,509,2130,1005,2023-02-28,463,234
FIN000643,ORD000643,871,885,2303,7719,3290,2024-01-08,372,48
FIN000644,ORD000644,181,1078,2571,6819,1975,2023-09-26,466,71
FIN000645,ORD000645,610,4946,598,1205,2651,2024-09-03,18,48
FIN000646,ORD000646,492,1813,2060,6559,2093,2023-05-30,75,28
FIN000647,ORD000647,567,4289,414,5893,5903,2024-08-17,191,48
FIN000648,ORD000648,152,4445,2384,5719,1636,2023-12-14,165,48
FIN000649,ORD000649,707,3009,1180,5990,8752,2024-11-06,141,46
FIN000650,ORD000650,142,1307,770,9245,2538,2024-02-05,197,123
FIN000651,ORD000651,310,3393,2392,8330,7294,2023-10-21,366,36
FIN000652,ORD000652,640,621,672,8909,237,2023-03-12,182,262
FIN000653,ORD000653,317,3665,2482,8882,6902,2024-02-03,49,192
FIN000654,ORD000654,199,2943,312,3567,6036,2024-05-27,15,207
FIN000655,ORD000655,562,3872,2639,2808,-41,2023-10-28,285,16
FIN000656,ORD000656,997,4938,2683,9467,8636,2023-05-21,292,106
FIN000657,ORD000657,503,4381,2202,2225,223,2023-04-25,164,87
FIN000658,ORD000658,150,3598,1127,6788,3306,2024-03-13,112,180
FIN000659,ORD000659,344,3687,325,7909,-178,2023-01-03,68,87
FIN000660,ORD000660,924,1502,2139,2353,676,2024-04-29,309,247
FIN000661,ORD000661,426,4803,1308,9110,6073,2023-06-11,50,165
FIN000662,ORD000662,292,4521,2665,1410,5654,2023-12-31,11,244
FIN000663,ORD000663,208,2037,2546,2892,3876,2023-12-25,112,238
FIN000664,ORD000664,801,1383,2681,9724,8746,2023-02-19,377,156
FIN000665,ORD000665,242,1369,2893,8677,8227,2024-02-15,247,73
FIN000666,ORD000666,220,2890,173,794,7993,2024-04-23,119,281
FIN000667,ORD000667,370,4511,1779,3286,2316,2023-02-18,97,18
FIN000668,ORD000668,305,4023,1992,819,7400,2023-03-23,14,87
FIN000669,ORD000669,253,1642,2785,602,-45,2023-05-17,291,136
FIN000670,ORD000670,208,870,1137,6889,3767,2023-02-26,287,43
FIN000671,ORD000671,101,2499,1302,3111,7171,2023-12-22,213,130
FIN000672,ORD000672,880,4873,2365,1651,-412,2023-08-20,194,158
FIN000673,ORD000673,419,1842,544,501,4400,2024-10-05,270,61
FIN000674,ORD000674,121,2606,2122,994,4019,2024-07-31,64,221
FIN000675,ORD000675,199,2263,1833,4019,7590,2023-06-10,473,193
FIN000676,ORD000676,844,3348,2287,6629,1148,2024-08-01,24,238
FIN000677,ORD000677,394,589,2699,7573,-369,2023-12-10,264,192
FIN000678,ORD000678,722,3829,1335,1687,2163,2023-01-15,64,105
FIN000679,ORD000679,520,580,574,5106,3714,2022-12-15,338,255
FIN000680,ORD000680,811,4435,2598,8035,4772,2023-07-28,373,221
FIN000681,ORD000681,260,2447,1572,788,2639,2023-03-12,17,281
FIN000682,ORD000682,356,2054,2961,5884,1630,2024-06-28,476,20
FIN000683,ORD000683,467,3626,2674,1543,3104,2023-12-19,268,258
FIN000684,ORD000684,432,2508,996,5320,1392,2024-01-10,46,138
FIN000685,ORD000685,312,4099,377,4889,4064,2023-03-22,229,89
FIN000686,ORD000686,287,4689,2616,7205,6955,2024-10-10,213,247
FIN000687,ORD000687,132,3372,1936,4767,8125,2023-01-08,470,98
FIN000688,ORD000688,349,3334,1760,5350,-422,2023-07-05,258,215
FIN000689,ORD000689,368,3003,2115,2890,4238,2024-06-09,69,121
FIN000690,ORD000690,838,3983,908,6589,7361,2023-01-05,131,133
FIN000691,ORD000691,510,2656,1699,1055,2313,2023-08-30,468,50
FIN000692,ORD000692,669,4923,1760,4332,4021,2022-12-19,93,260
FIN000693,ORD000693,560,935,260,4291,1570,2024-11-05,222,48
FIN000694,ORD000694,134,2526,1544,8295,7290,2022-12-13,407,109
FIN000695,ORD000695,492,3811,1597,5377,8823,2024-04-02,298,197
FIN000696,ORD000696,907,4379,234,8534,8663,2023-01-13,446,215
FIN000697,ORD000697,867,3657,912,679,5338,2023-10-14,186,173
FIN000698,ORD000698,893,2795,668,1904,4563,2023-10-26,16,18
FIN000699,ORD000699,362,4653,2291,6448,3853,2023-10-18,242,132
FIN000700,ORD000700,162,2304,2172,9585,1961,2023-03-28,225,201
FIN000701,ORD000701,970,4236,747,8838,1152,2023-04-25,247,13
FIN000702,ORD000702,427,773,1306,4945,-81,2024-07-26,390,30
FIN000703,ORD000703,498,3673,2230,2656,5076,2023-01-09,163,161
FIN000704,ORD000704,964,4400,2736,7910,547,2024-01-13,144,134
FIN000705,ORD000705,833,3022,301,6619,8810,2023-07-04,267,265
FIN000706,ORD000706,852,3124,2342,5549,4240,2023-01-08,246,196
FIN000707,ORD000707,802,2336,462,6621,8374,2024-05-26,429,4
FIN000708,ORD000708,920,4793,1364,8372,889,2023-05-25,441,196
FIN000709,ORD000709,592,2018,2673,7467,8568,2023-01-21,275,160
FIN000710,ORD000710,560,2475,1429,9986,5709,2024-07-13,257,90
FIN000711,ORD000711,604,1007,148,8258,7565,2023-01-19,128,182
FIN000712,ORD000712,383,4033,1846,2114,5239,2024-10-25,153,206
FIN000713,ORD000713,913,1972,2504,9839,8727,2023-08-28,129,98
FIN000714,ORD000714,610,4998,1788,7980,5974,2024-02-24,159,60
FIN000715,ORD000715,575,2559,1735,4336,3061,2024-01-04,335,143
FIN000716,ORD000716,601,1086,323,2861,7107,2023-08-04,124,259
FIN000717,ORD000717,891,3047,945,3550,916,2023-11-13,278,271
FIN000718,ORD000718,178,4892,2794,7059,8737,2023-07-18,461,195
FIN000719,ORD000719,920,1886,2267,3703,6342,2023-05-22,102,121
FIN000720,ORD000720,330,2264,1234,6147,5722,2023-12-19,295,98
FIN000721,ORD000721,971,1599,110,8285,423,2023-07-11,338,289
FIN000722,ORD000722,254,1130,1939,580,2554,2023-03-26,29,202
FIN000723,ORD000723,852,1315,849,8178,8749,2023-07-30,50,115
FIN000724,ORD000724,478,2756,1032,7617,3164,2024-06-25,177,129
FIN000725,ORD000725,787,2764,2544,9230,2535,2024-07-15,296,87
FIN000726,ORD000726,633,3187,2438,564,4829,2024-10-11,458,163
